50.676716 0.264662 18.832710 1.055635 19.729956 11.004695
26.289886 0.156033 9.535025 0.556116 10.597981 5.547038
13.466255 0.104913 4.825662 0.267086 5.320898 2.998959
8.666694 0.079140 2.486120 0.140388 4.124849 1.861568
3.754401 0.066835 1.296210 0.069009 1.462081 0.873390
1.938188 0.061077 0.693901 0.037777 0.740858 0.411928
2.128716 0.060030 0.573079 0.033561 1.034120 0.434201
1.569169 0.059502 0.489145 0.028151 0.628600 0.369582
1.477377 0.059090 0.429632 0.023777 0.540475 0.429767
1.510971 0.059744 0.384408 0.023229 0.655637 0.393561
1.034859 0.059046 0.348100 0.019512 0.396891 0.216626
